,CLEAN_SPECOBJID,RA,DEC
10507,3307972891810752512,105.93171,38.355891
10508,3307973441566566400,105.6319,38.736443
10510,3307994882043308032,106.12843,40.290649
10512,3308057829083998208,108.08183,39.445778
10515,3307942655626864640,107.25175,39.011741
10518,3307957773911746560,106.3886,38.973577
10520,3307972342440814592,105.62481,38.684548
10521,3307974541464070144,105.6319,38.736443
10522,3307997631208253440,106.12843,40.290649
10524,3308023469731506176,106.63965,39.453514
10526,3308057004836153344,108.08183,39.445778
10527,3308067999952431104,109.05792,39.809839
10528,3309040517802649600,118.60697,65.56945
10530,3309059484378228736,117.41165,65.68346
10531,3309072403639855104,116.01808,65.591359
10533,3309100990942177280,113.63967,65.271439
10534,3309145521163102208,115.9195,66.866734
10536,3309182354802632704,118.31465,65.96771
10538,3310150474673448960,120.36723,9.401449
10539,3310152948574611456,119.63139,8.504879
10542,3310170815638562816,119.81231,9.371013
10545,3310230189266462720,117.99532,8.465787
10547,3310237061214136320,117.77878,9.565236
10548,3310257127301343232,118.19781,10.084216
10549,3310302757033895936,119.79904,9.594567
10550,3310303031911802880,119.64389,9.623639
10552,3311276099685607424,112.81426,37.440156
10554,3311278848464676864,112.03914,36.45106
10555,3311287369679792128,112.29619,37.189677
10556,3311315956982114304,110.8159,37.015186
10558,3311351141354203136,110.12537,36.871569
10559,3311364060615829504,109.85106,37.885645
10560,3311365984761178112,110.41571,38.635787
10563,3311380553290246144,110.77039,38.458196
10564,3311409140592568320,111.58194,37.734543
10565,3311410789860009984,111.44991,38.298964
10566,3311419311075125248,111.83761,37.71191
10568,3311428931801868288,112.23446,37.717591
10570,3312475117350578176,70.556003,-6.492347
10571,3312511950990108672,71.231189,-5.070882
10573,3312547685118011392,72.012195,-5.302195
10574,3312569400472659968,72.777951,-5.301436
10576,3313562808909588480,107.25175,39.011741
10577,3313615860345628672,106.07365,40.052606
10582,3314666993814104064,118.61546,65.791385
10583,3314670017471080448,118.60697,65.56945
10585,3314695581116426240,116.01808,65.591359
10586,3314728016709445632,113.63967,65.271439
10590,3314773646441998336,115.9195,66.866734
10591,3314795636674553856,116.59192,67.169834
10593,3315783822448027648,120.36723,9.401449
10594,3315827528035231744,118.68058,8.990027
10597,3315884977517783040,117.77878,9.565236
10598,3315893223854991360,118.19781,10.084216
10599,3315926758959638528,119.64389,9.623639
10601,3315941877244520448,120.02127,10.193321
10602,3316919343098390528,111.99973,37.115853
10604,3316952878203037696,110.8159,37.015186
10605,3316974318679779328,110.12537,36.871569
10607,3316997408423962624,109.85106,37.885645
10609,3317001806470473728,110.77039,38.458196
10612,3318099669283792896,218.33197,62.276554
10615,3318118910737278976,216.83277,63.395309
10617,3319229417816877056,248.14491,27.839955
10619,3319279445595940864,248.76515,28.803024
10621,3320315735372228608,249.96286,26.269737
10623,3320371535587338240,249.29339,27.777389
10624,3320396274598963200,249.29462,27.460077
10625,3321438611655649280,236.51824,3.3153863
10626,3321529321364940800,236.93193,5.7786772
10627,3322561488459163648,239.33553,4.2917848
10628,3322621136964970496,237.71185,5.0378843
10629,3322623885744039936,237.75633,5.111357
10630,3326062882717722624,233.51671,2.6148988
10631,3326077726124697600,233.8869,2.0551156
10633,3328197858816976896,148.06143,45.646219
10635,3328301212909987840,148.90675,46.65957
10638,3333829832671782912,140.13713,32.427967
10640,3334945287687923712,124.20119,30.803772
10643,3336054695104899072,193.625,8.809803
10644,3336067064610711552,193.27115,9.286757
10645,3336073386802571264,194.0462,9.647467
10646,3336080533628151808,193.77082,9.564222
10647,3336088505087453184,193.51672,9.817763
10649,3336092078500243456,193.04109,9.490843
10650,3336111594831636480,192.29172,9.194501
10651,3336114068732798976,192.33328,9.412097
10653,3336133310186285056,192.16279,10.897632
10654,3336138532866516992,191.90156,10.194505
10655,3336160248221165568,192.22323,10.357643
10657,3336171518215350272,192.66376,9.905702
10658,3336175641383954432,192.92763,10.470489
10659,3336179489674651648,193.32469,10.442236
10660,3336183337965348864,193.31418,10.386162
10661,3336194058203719680,193.83329,10.482963
10662,3336206702587439104,194.17123,10.776683
10663,3336210001122322432,193.91714,10.757068
10664,3336210276000229376,194.33459,10.709927
10665,3336214124290926592,194.37247,10.437101
10666,3337212481570367488,219.33714,20.675629
10667,3337228699366877184,218.99993,20.855047
10668,3337238869849434112,218.9842,19.963049
10669,3337247116186642432,218.35077,20.106861
10670,3337252063988967424,218.40344,20.462796
10672,3337255912279664640,218.63291,21.844091
10673,3337273504465709056,218.55542,21.069438
10679,3337309238593611776,220.06762,21.345509
10680,3337323807122679808,220.21145,22.085301
10681,3337333152971515904,220.3864,21.953933
10683,3338333982793164800,193.27115,9.286757
10685,3338336731572234240,193.51672,9.817763
10686,3338360096194324480,192.29172,9.194501
10688,3338398029345482752,191.90156,10.194505
10689,3338412872752457728,192.22323,10.357643
10691,3340691335555344384,241.76633,20.545136
10693,3342882387385149440,243.66037,17.750692
10697,3345071240225253376,256.88406,36.036524
10699,3345114945812457472,256.51172,35.865317
10700,3345131713364781056,255.81599,36.762816
10701,3345132812876408832,255.70496,36.939294
10703,3345150679940360192,255.84919,37.570981
10705,3345158376521754624,255.65435,36.980522
10706,3345179542120589312,256.04214,37.295246
10709,3345196584550819840,256.79595,37.982989
10711,3346196040553359360,258.70215,35.254683
10712,3346258987594049536,256.95575,35.265472
10713,3346267783687071744,256.19789,36.295272
10715,3346274655634745344,256.47762,36.649998
10716,3346281252704512000,256.69306,35.625212
10718,3346288949285906432,256.79996,36.148425
10719,3347310395671996416,260.40468,32.585332
10721,3347360698328967168,259.08596,32.725524
10722,3347398356602218496,257.92338,33.876191
10723,3347410176352217088,257.99561,33.766966
10728,3348514910677002240,259.53671,31.818348
10729,3348566862601414656,260.15,32.480808
10730,3348584729665366016,260.90329,31.098584
10733,3384480486448457728,287.22115,48.827232
10734,3384489282541479936,286.33846,48.744182
10735,3384505500337989632,286.03373,47.724317
10737,3384506599849617408,286.00777,47.978744
10740,3384550030558914560,284.76251,50.236793
10742,3384565698599610368,285.08857,49.491515
10745,3384590437611235328,286.47335,49.322561
10746,3384606380529838080,286.27765,50.377493
10748,2206842212795390976,321.78552,10.645859
10749,2206845236452367360,321.66314,10.655658
10750,2206845511330274304,321.90489,10.389857
10751,2206860629615156224,321.43433,11.464743
10752,2206863378394225664,322.322,12.299866
10753,2206866127173295104,322.33883,12.250187
10755,2206877122289572864,322.46211,12.249049
10757,2206887017894222848,322.5988,12.275561
10758,2206888942039571456,322.51496,12.338581
10759,2206889766673292288,322.50134,12.348136
10766,2207918359968848896,323.54875,-0.782551
10767,2207932103864196096,323.53691,-0.69371
10768,2207933753131637760,323.53823,-0.764072
10769,2207936227032800256,323.23783,-0.794778
10770,2207945572881636352,323.21831,-0.894511
10771,2207969212381633536,322.39674,-1.092308
10772,2207975259695586304,322.0302,-0.682864
10773,2207980757253725184,322.30617,0.619474
10774,2207981307009539072,322.33421,0.590959
10775,2207985705056050176,322.0194,0.103555
10777,2208002197730466816,323.07204,1.046264
10778,2208039031369997312,323.86807,-0.036929
10781,2209090164855249920,321.63335,11.898077
10791,2210220479753591808,322.33124,-0.813234
10792,2210228176334986240,322.0302,-0.682864
10793,2210230925114055680,322.30617,0.619474
10794,2210235048282659840,322.33421,0.590959
10795,2210238071939636224,322.0194,0.103555
10798,2339640404057627648,114.95248,21.527029
10799,2339646451371580416,114.72705,21.242918
10801,2339651399173905408,114.76323,21.450647
10802,2339661569656462336,114.67241,21.539542
10803,2339662944045997056,114.70311,21.515936
10805,2339672015016926208,114.52897,21.289875
10806,2339682460377390080,114.45127,21.468901
10807,2339682735255297024,114.38064,21.339177
10808,2339684109644831744,114.36115,21.547221
10810,2339692355982040064,114.31786,21.42837
10811,2339700052563434496,113.2888,21.417265
10812,2339704175732038656,114.2311,21.548437
10813,2339711322557619200,113.54041,22.058948
10815,2339717919627385856,113.48158,21.58556
10818,2339727540354128896,114.39012,21.727613
10819,2339730014255291392,114.26369,21.869701
10820,2339730564011105280,114.58566,22.958463
10821,2339731938400640000,114.35165,21.983016
10824,2339738260592499712,114.4514,21.914813
10825,2339739085226220544,114.45368,21.633463
10828,2339746781807614976,114.56001,21.923083
10830,2339755303022730240,114.62918,21.67244
10831,2339756402534358016,114.60289,21.61457
10832,2339761350336683008,114.71895,21.580207
10833,2339784989836680192,114.82076,21.727896
10835,2340746787649854464,115.15091,20.866307
10836,2340758607399853056,114.80491,20.595621
10838,2340837497359145984,113.54041,22.058948
10840,2340847392963795968,114.58566,22.958463
10843,2447764730664819712,250.05056,36.450897
10844,2447766929688075264,249.90179,36.437727
10845,2447785346507840512,248.74219,35.612084
10846,2447798540647373824,249.11931,36.684112
10847,2447849118182251520,250.28719,36.948068
10848,2447850767449693184,250.57253,36.694686
10850,2447863136955505664,250.64635,36.659208
10855,2460172719568821248,249.14758,35.758653
10856,2460173269324635136,248.74219,35.612084
10857,2460189487121144832,249.11931,36.684112
10859,2460197458580446208,249.90179,36.437727
10860,2460199932481608704,250.05056,36.450897
10861,2460237590754860032,250.28719,36.948068
10863,2529963400960777216,257.78534,40.979686
10864,2529975770466589696,257.11086,41.298077
10865,2529985391193332736,258.90144,43.357261
10867,2530025523367746560,258.94673,42.973393
10868,2530032945071234048,259.16302,42.871416
10869,2530038717507279872,259.29612,42.949558
10871,2530054935303789568,259.40079,43.297428
10872,2530060982617742336,259.53041,42.940062
10873,2529951861323176960,258.08857,42.221715
10874,2529967804241779712,257.78534,40.979686
10875,2529977974724336640,257.90925,40.726447
10876,2529978249602243584,257.11086,41.298077
10877,2529981273259219968,257.2253,42.269809
10879,2529986770817358848,258.90144,43.357261
10882,2530022504945261568,259.28392,43.0569
10883,2530022779823168512,259.21329,43.322027
10884,2530025803480144896,258.94673,42.973393
10885,2530032400549911552,259.22591,42.880916
10887,2530047793712700416,259.53041,42.940062
10888,2530050267613862912,259.52276,42.91251
10890,2530052741515025408,259.40079,43.297428
10891,2530065935654558720,259.5955,43.16713
10892,2530068684433628160,259.54119,43.107837
10896,2538918918270065664,250.88692,35.017123
10898,2538934586310761472,250.68311,36.12913
10899,2538950529229364224,250.32712,36.02177
10900,2538956301665410048,250.12025,36.009638
10901,2538967021903780864,249.50199,36.349339
10902,2538971419950291968,249.49181,35.032923
10903,2538982689944476672,248.74219,35.612084
10904,2538984614089825280,249.14758,35.758653
10905,2538985713601453056,249.14758,35.758653
10906,2538994509694475264,248.94719,37.344502
10907,2538995884084009984,248.66637,36.892577
10908,2538999182618893312,249.30399,36.68151
10909,2539013201392147456,250.04225,36.576284
10912,2539059106002607104,250.71599,36.975896
10913,2539069551363070976,251.23235,36.759848
10914,2539072575020047360,251.23235,36.759848
10915,2539078347456093184,251.18591,36.399642
10916,2539079446967720960,251.18591,36.399642
10917,2540060766028012544,259.52426,41.585288
10919,2540100898202426368,257.82599,41.453611
10920,2540102272591961088,257.2253,42.269809
10921,2540113267708238848,257.11086,41.298077
10923,2540133883551259648,258.8822,43.15279
10924,2540172366458231808,259.3721,42.720077
10925,2540192982301252608,259.53249,42.671569
10926,2626729767117888512,299.45449,18.484404
10928,2626739662722538496,299.05891,18.243393
10929,2626750932716723200,298.66987,18.095716
10930,2626766051001605120,298.51046,18.874624
10932,2626784467821370368,297.97254,18.433954
10933,2626797387082996736,297.71492,18.769934
10935,2626806732931832832,297.46563,18.450407
10936,2626824874873691136,297.91083,20.284691
10938,2626830097553923072,297.32314,19.447706
10940,2626833670966713344,297.78368,19.069899
10941,2626834220722527232,297.26713,19.325804
10943,2626839168524852224,298.18746,20.221609
10944,2626841367548107776,298.13386,19.33732
10945,2626842741937642496,297.94097,19.669538
10947,2626858684856245248,298.54551,19.289553
10948,2626859784367873024,298.46628,19.592413
10949,2626870229728336896,298.78266,20.241489
10950,2626886447524846592,299.32204,19.544975
10951,2626888921426009088,299.27668,18.96207
10953,2632357892279344128,299.29052,18.156267
10954,2632360366180506624,299.28763,18.582018
10957,2632403796889803776,298.53179,18.576336
10959,2632410393959570432,298.05133,18.05472
10960,2632415341761895424,298.25275,18.890919
10961,2632416716151430144,298.42421,18.564453
10962,2632423038343289856,297.63765,18.446487
10963,2632425237366545408,297.84111,18.013262
10964,2632425512244452352,297.64002,18.337336
10965,2632442554674682880,297.62745,20.038286
10966,2632451350767705088,297.2221,19.042088
10967,2632458222715378688,297.8988,20.368111
10968,2632460971494448128,297.35844,19.482904
10970,2632466743930493952,298.16212,20.321699
10971,2632471966610725888,297.71743,19.377241
10974,2632484061238631424,298.15677,19.196894
10975,2632486535139793920,298.23006,19.572216
10976,2632496430744443904,298.46628,19.592413
10977,2632500004157234176,298.59954,20.085793
10978,2632502478058396672,298.59978,19.733246
10979,2632507425860721664,298.93918,19.229053
10981,2632512098785139712,298.98372,20.412664
10982,2632512648540953600,299.01291,19.660629
10983,2632517596343278592,299.26821,19.265379
10984,2632521444633975808,299.29755,19.955599
10986,2632529416093277184,299.55977,19.316317
10988,2786645489775385600,205.50961,28.015038
10989,2786682873170729984,204.50002,27.87779
10991,2786713934374214656,205.22159,29.377823
10993,2787787332282063872,198.55087,16.343068
10994,2787787882037877760,198.71599,16.20201
10995,2787801900811131904,198.16319,16.4351
10999,2787868421264612352,199.16327,17.56132
11001,2787881065648331776,199.29092,17.15481
11004,3002802883709213696,133.4225,11.112547
11005,3002806182244097024,133.68492,10.952415
11006,3002825423697583104,132.51668,10.792706
11007,3002826798087117824,132.51192,10.830395
11008,3002830646377815040,132.47124,10.059477
11011,3002858409046416384,131.52727,10.626182
11012,3002863906604555264,132.29644,11.926057
11013,3002868854406880256,131.47774,11.521713
11014,3002872152941763584,131.93522,11.637078
11015,3002875176598739968,132.616979822546,11.914075
11017,3002876550988274688,132.54837,12.242639
11019,3002886446592924672,132.59504,12.226964
11020,3002886721470831616,132.700523264345,11.913233
11021,3002886996348738560,132.734741029983,11.858133
11022,3002887271226645504,132.743770678018,11.99427
11023,3002891394395249664,132.45232,11.65304
11024,3002893043662691328,132.39488,11.788092
11025,3002899090976644096,132.801250625306,11.906351
11026,3002899915610364928,132.840708986902,11.86168
11027,3002900190488271872,132.928320949952,11.99183
11028,3002901289999899648,132.812770444891,11.822531
11029,3002902389511527424,132.503658755307,11.702821
11030,3002902664389434368,132.735559551939,11.6356
11031,3002903489023155200,132.53762,11.557281
11032,3002904588534782976,132.668742973343,11.703231
11033,3002905413168503808,132.741107864744,11.587448
11034,3002906512680131584,132.696405012406,11.715227
11035,3002910086092921856,132.779757787118,11.596834
11036,3002913934383619072,132.840748916064,11.734708
11038,3002916683162688512,132.980228768845,11.592643
11039,3002921081209199616,132.985786174522,11.790247
11040,3002923829988269056,133.12613,11.714
11042,3002925204377803776,133.040094722185,11.779466
11043,3002926303889431552,133.047492673356,11.675553
11045,3002928228034780160,133.49771,11.346025
11046,3002940322662685696,133.03417,12.262822
11049,3007350188907011072,132.17272,10.042858
11050,3007367231337241600,131.47774,11.521713
11051,3007372179139566592,131.93522,11.637078
11055,3007409287657004032,132.35345,10.963281
11058,3007441173494209536,133.68492,10.952415
11059,3152528882708618240,291.49719,37.57916
11063,3152575886830705664,290.08288,36.627886
11065,3152597327307447296,288.93055,37.082525
11068,3152606948034190336,288.80656,37.452303
11069,3152611620958608384,289.36679,38.381522
11071,3152622890952793088,289.68775,38.465305
11074,3152661648737672192,290.76152,37.930655
11075,3152667421173718016,290.76322,38.661134
11076,3152680340435344384,291.24888,38.208486
11078,3152683913848134656,291.27225,37.87448
11079,3176200544544988160,290.08288,36.627886
11080,3176206042103127040,290.32046,37.43311
11081,3176230231358938112,289.42327,36.97563
11084,3176242875742657536,288.93055,37.082525
11090,3176311045463579648,290.76322,38.661134
11095,3329324313210888192,144.45492,31.682691
11097,3377702825437011968,166.28239,39.460075
11099,3377703924948639744,165.96192,39.690589
11100,3377745706390495232,164.40458,40.163822
11101,3377752028582354944,164.15486,40.080468
11102,3377765222721888256,163.92405,40.203256
11103,3377770170524213248,163.8447,39.449163
11104,3377781165640491008,163.5142,39.516867
11105,3377789411977699328,163.79212,41.548993
11106,3377800132216070144,163.96261,41.442271
11107,3377803155873046528,164.04388,41.292282
11109,3377810302698627072,164.2808,41.263581
11110,3377815250500952064,164.18149,41.522381
11112,3377816350012579840,163.67633,40.666892
11113,3377817999280021504,163.83661,40.396317
11115,3377824046593974272,164.70211,41.382082
11116,3377835591466065920,164.68023,40.743709
11117,3377847686093971456,165.35637,41.537729
11118,3377848510727692288,165.65276,40.844876
11119,3377856482186993664,165.65065,41.159014
11120,3377868851692806144,165.90201,41.600381
11121,3377700902113746944,165.79627,39.585234
11122,3377701176991653888,166.28239,39.460075
11124,3377701451869560832,166.35384,39.66469
11125,3377703650892816384,165.96192,39.690589
11126,3377744607700951040,164.40458,40.163822
11127,3377752854038159360,164.34254,40.198566
11128,3377760550619553792,163.92405,40.203256
11129,3377770446224203776,163.8447,39.449163
11130,3377777043293970432,163.56316,39.433812
11131,3377777318171877376,163.5142,39.516867
11132,3377788313288155136,163.79212,41.548993
11133,3377811952788152320,164.15773,41.566735
11134,3377814426689314816,164.18149,41.522381
11136,3377817725224198144,163.83661,40.396317
11137,3377819374491639808,163.67633,40.666892
11139,3377826246439313408,164.70211,41.382082
11140,3377844663259078656,165.35637,41.537729
11141,3377851810084659200,165.65276,40.844876
11142,3377854558863728640,165.65065,41.159014
11143,3377866103735820288,165.90201,41.600381
11144,3377874075195121664,166.29651,40.773717
11145,3379953800633753600,205.1433,52.752503
11146,3379957374046543872,205.50212,53.473801
11147,3379957374046543872,205.50212,53.473801
11148,3379958748436078592,205.75654,53.077978
11150,3379962871604682752,204.61917,52.709122
11151,3379970293308170240,205.06911,53.444701
11152,3379985136715145216,203.69112,52.49591
11153,3379992833296539648,204.13998,53.168849
11154,3379996956465143808,203.04439,52.995172
11155,3380005202802352128,202.98374,53.502019
11157,3380012074750025728,203.18251,52.694517
11159,3380019771331420160,202.8398,52.563268
11162,3380033515226767360,202.28538,52.935408
11163,3380037363517464576,201.6994,53.270328
11164,3380038737906999296,201.53479,53.311864
11165,3380041486686068736,201.88821,54.739393
11166,3380045884732579840,201.55699,54.095035
11169,3380062927162810368,202.79617,54.676926
11171,3380070348866297856,202.51604,53.70151
11173,3380071173500018688,202.51983,54.096666
11174,3380072273011646464,202.29799,53.696443
11176,3380080794226761728,202.6042,53.776263
11177,3380115428843036672,205.2964,53.953854
11179,3381079975435280384,207.36796,47.103577
11180,3381081624702722048,207.43185,47.07512
11181,3381090970551558144,206.86948,46.714382
11182,3381099491766673408,207.53001,47.821071
11183,3381106913470160896,207.25165,47.412999
11184,3381108287859695616,207.26161,47.489946
11185,3381112685906206720,206.32742,46.763802
11186,3381130003214344192,205.38673,47.661087
11187,3381139623941087232,205.18248,47.36364
11188,3381141273208528896,205.28444,47.848896
11189,3381141822964342784,205.05289,47.473872
11190,3381142922475970560,204.94588,47.645923
11191,3381150893935271936,204.63468,47.581493
11192,3381155841737596928,205.21384,46.870298
11193,3381172059534106624,204.23435,48.432464
11194,3381183054650384384,204.50792,48.655329
11196,3381191300987592704,205.42978,49.062099
11197,3381194874400382976,204.71123,48.470407
11198,3381195149278289920,204.85398,48.420049
11200,3381207243906195456,205.22192,48.331997
11201,3381216589755031552,206.63046,48.556652
11202,3381230058772471808,206.73667,48.229208
11203,3383337823083012096,241.97574,27.934088
11204,3383362012338823168,241.02511,27.430891
11206,3383396646955098112,240.11689,27.034459
11207,3383408466705096704,239.71004,26.87668
11208,3383416163286491136,239.20709,27.898443
11210,3383424684501606400,238.87331,28.18633
11211,3383432655960907776,239.96618,29.25948
11212,3383434854984163328,239.42284,28.547954
11213,3383444750588813312,240.28829,29.201672
11214,3383451897414393856,240.61548,29.423898
11215,3383458769362067456,240.29007,28.586263
11216,3383476086670204928,240.69837,29.396766
11217,3383478560571367424,241.15213,28.184893
11219,3495970144109305856,7.644189,-10.217973
11222,3496034740417437696,8.2445002,-9.0404596
11223,3496069375033712640,9.009692,-9.612694
11224,3496078720882548736,8.9279099,-9.0702696
11226,3497099340688760832,6.454581,7.170256
11228,3497186751863169024,7.30932,7.7186499
11229,3497199671124795392,7.571472,8.360393
11230,3497200220880609280,7.6788402,8.26161
11232,3497097691823972352,6.454581,7.170256
11239,3497183178853031936,7.30932,7.7186499
11240,3497201320794890240,7.571472,8.360393
11241,3497201595672797184,7.6788402,8.26161
11243,3500541363836002304,16.057702,-9.384446
11245,3500587268446461952,17.6271,-9.7064199
11246,3501558960404668416,20.125799,7.02104
11247,3501593045265129472,18.894501,7.15663
11250,3501634002073264128,17.551277,7.274422
11256,3502684036566982656,14.3468,-0.58026499
11258,3502779419200692224,12.370158,0.38196778
11260,3502818451863478272,13.565926,0.98331839
11261,3502823674543710208,13.867616,0.31015827
11262,3502831646003011584,13.7995,0.69025997
11263,3502832195758825472,13.7552,0.73101998
11265,3503825054792261632,14.998391,-0.81741344
11266,3503831102106214400,15.231507,-0.3323327
11267,3503836599664353280,14.662806,-0.82891858
11268,3503853092338769920,14.339263,-0.18919113
11269,3503859689408536576,14.3468,-0.58026499
11270,3503891300367835136,13.9625,0.94371404
11272,3503925934984110080,14.8737,0.82698201
11276,3506103242398474240,28.2159,13.3622
11277,3506110114346147840,28.517004,12.9592
11278,3506125782386843648,27.749263,13.561844
11280,3506159867247304704,28.058201,14.071
11281,3506163165782188032,28.551245,14.73182
11285,3506211269415903232,29.778444,14.592999
11286,3507196432169934848,18.778161,17.231989
11288,3507197806559469568,18.769199,17.263201
11289,3507202479483887616,18.2335,16.361
11294,3507334970635034624,18.516899,18.722799
11298,3508409468356501504,30.227925,7.1095801
11301,3508464718815797248,32.205506,6.9356359
11303,3513936712587911168,59.549096,10.930734
11304,3513946883070468096,59.172988,10.804752
11305,3513948257460002816,59.089547,10.846272
11309,3514001034018136064,58.057302,10.751114
11310,3514004332553019392,57.99719,10.837078
11311,3514009830111158272,57.542672,11.958229
11313,3514049137651851264,58.687205,12.771344
11314,3514050786919292928,58.243742,12.107335
11315,3514055459843710976,58.860228,12.397108
11319,3514092293483241472,59.458934,12.715807
11321,3514099715186728960,59.812129,12.656892
11322,3513947982800199680,59.172988,10.804752
11323,3513949082311827456,59.089547,10.846272
11326,3514005157404844032,57.99719,10.837078
11328,3514045839335071744,58.687205,12.771344
11329,3514050512259489792,58.243742,12.107335
11332,3514092843457159168,59.458934,12.715807
11335,3515073608818991104,35.685809,-9.5197286
11336,3515080480766664704,35.987982,-9.1180855
11339,3515136830737588224,34.200151,-9.4312414
11340,3515138754882936832,34.077416,-9.3831484
11342,3515147001220145152,33.923776,-8.7250845
11343,3515156621946888192,34.00317,-8.1880804
11346,3515207474359672832,35.579871,-7.8095065
11353,3516248160773185536,72.317501,-4.7792603
11355,3516283620023181312,72.217093,-4.3906506
11356,3516303960988295168,72.840462,-4.2766257
11358,3516316605372014592,73.162499,-4.1827398
11359,3516316880249921536,73.175025,-4.2349765
11362,3516353988767358976,74.532935,-3.8912492
11363,3519571710603010048,40.062217,-0.70436337
11364,3519637956178583552,38.380848,-0.8050889
11367,3519672865672765440,38.455131,0.83298181
11370,3519695130783227904,39.249855,0.25615553
11371,3519718770283225088,39.890177,0.47298689
11373,3519727016620433408,39.645799,0.89099229
11375,3520703383465992192,37.042814,-0.94824315
11376,3520708606146224128,37.710428,-0.41493234
11379,3520749837832265728,36.085939,-0.46270432
11382,3520763581727612928,35.892617,0.079206217
11383,3520763856605519872,35.817539,-0.18730532
11387,3520807837070630912,36.476832,0.25532241
11390,3520839997785743360,37.564757,0.24089703
11393,3521843850912047104,340.67812,13.37528
11394,3521847149446930432,340.66663,13.341506
11395,3521848248958558208,339.98484,12.818487
11397,3521889205766692864,339.06683,13.487411
11399,3521935660132966400,339.75536,14.019108
11401,3521948304516685824,340.27469,13.691347
11404,3521975242551566336,341.4255,13.82482
11411,3523068431500943360,338.1255,13.692098
11412,3523090146855591936,338.42133,14.297892
11415,3524071460865941504,356.7552,13.973489
11416,3524093176220590080,355.81385,13.867739
11418,3524102247191519232,355.52998,13.892003
11420,3524110493528727552,355.83648,14.725559
11421,3524119564499656704,355.23519,14.835776
11422,3524143753755467776,354.48775,14.602015
11423,3524156673017094144,354.7853,15.78332
11424,3524160796185698304,354.39281,15.297617
11426,3524191032755462144,355.78697,15.822071
11427,3524205051528716288,356.35916,15.272644
11428,3524209999331041280,356.08904,15.843428
11430,3525195711354347520,359.2392,14.379598
11432,3525215227685740544,358.28845,14.547189
11433,3525237767674109952,357.27427,14.622831
11434,3525258108639223808,357.31406,14.053596
11435,3525293842767126528,357.13505,15.297316
11436,3525303188615962624,357.34831,15.226155
11438,3526327658826801152,12.448628,14.464358
11439,3526335905164009472,12.037743,14.55549
11442,3526379610751213568,10.16534,14.629289
11447,3526440633646555136,11.402297,15.874424
11449,3526479391431434240,12.280439,15.15156
11450,3526482415088410624,12.313553,15.081744
11452,3526491211181432832,12.673962,15.081878
11456,3527584401338769408,9.5324954,15.261313
11458,3528574236966887424,2.8695032,-7.7438169
11459,3528584407449444352,2.5649206,-7.8209955
11464,3528683913251758080,1.5651358,-5.7371764
11465,3528709751775010816,2.3471079,-6.5776366
11466,3529697937246494720,9.2178103,24.047482
11470,3529752637949976576,7.5694907,24.089679
11472,3529794969147645952,7.1984317,25.323551
11474,3529802390851133440,7.3561501,25.333661
11475,3529833452054618112,8.3222228,25.326814
11476,3529851319118569472,8.9370826,25.826099
11481,3532005261726294016,304.84845,-13.815873
11485,3532037697319313408,304.28103,-11.951806
11486,3532048967313498112,304.69603,-11.921488
11487,3532049517069312000,304.7043,-11.815881
11488,3532063260964659200,305.01349,-11.856165
11490,3532106141918142464,305.87656,-12.136464
11492,3532120985325117440,306.68152,-12.989831
11502,3536512439430520832,329.75855,6.1497781
11503,3536515188209590272,329.85756,5.9636466
11506,3536568789401444352,330.18737,6.5341268
11511,3537596278437421056,354.56042,-0.39793774
11512,3537611671600209920,353.695,-0.99977456
11515,3537663348646715392,352.52819,-0.060297373
11517,3537751309576937472,355.19893,0.13837003
11519,3538743344563855360,343.24587,-0.25748026
11522,3538798595023151104,342.00547,0.55941523
11523,3538826907447566336,343.22811,0.92906401
11524,3538839002075471872,343.36031,0.29410258
11525,3538864290842910720,344.27872,0.43623184
11526,3538876660348723200,344.4491,-0.31187513
11528,3539849178232496128,355.81473,-10.114822
11529,3539880514313887744,354.53708,-10.059542
11531,3539901679912722432,353.9507,-10.275988
11532,3539917073075511296,353.66587,-9.4021605
11533,3539925869168533504,353.84063,-9.2627363
11534,3539928068191789056,354.01132,-9.1832328
11535,3539951982569693184,355.45753,-8.8187215
11536,3539972598412713984,355.49875,-8.8175314
11541,3540962434393153536,353.9507,-10.275988
11544,3540986898526871552,353.14045,-10.13967
11548,3541023182410588160,352.10729,-10.643557
11549,3541032528259424256,351.75825,-10.530053
11553,3541089153108254720,352.93628,-9.403206
11554,3541096574811742208,353.46001,-9.5831414
11555,3541122688212901888,354.01132,-9.1832328
11557,3542193337190686720,332.8269,1.0485591
11558,3542208455475568640,332.83709,0.29107324
11559,3542232369853472768,333.82116,0.24800297
11563,3544382465328128000,129.50878,25.191469
11564,3544384664351383552,129.12162,25.235485
11566,3544391811176964096,129.21245,24.823452
11567,3544413801409519616,128.74928,24.669375
11572,3544465203578118144,129.86615,25.845462
11578,3544506160386252800,131.29751,25.618899
11579,3545492972139290624,136.48688,37.375685
11582,3545503417499754496,136.31621,37.667763
11586,3545526507243937792,135.75924,37.345016
11594,3545592203063697408,136.95217,38.617878
11595,3545594402086952960,137.08243,38.528396
11597,3546657354953105408,168.35598,38.851935
11601,3546695013226356736,169.41608,39.984715
11602,3546704633953099776,168.99486,39.395951
11603,3547726629977563136,144.15468,6.3301801
11605,3547760165082210304,143.53177,7.2872952
