,SPECOBJID,RA,DEC
598,b'    476415670087608320',19.729931,15.083857
599,b'    476425015936444416',20.192239,15.41644
600,b'    477412378586146816',21.335814,14.457006
601,b'    477476974894278656',19.736227,14.780169
602,b'    477506111952414720',21.056076,15.424118
603,b'    477519580969854976',20.947027,14.688399
604,b'    478527008347809792',23.680621,14.109936
605,b'    478599850993149952',21.770574,15.128346
606,b'    478666646324537344',23.557639,15.185494
607,b'    478600675861751808',21.770574,15.128346
608,b'    478656201198954496',23.432135,14.846322
609,b'    479641363349006336',25.90053,13.659789
610,b'    479768356942014464',24.599448,14.245266
611,b'    480763140389234688',31.691015,12.837095
612,b'    480848902296201216',29.618327,14.702212
613,b'    480850276685735936',29.532074,14.594779
614,b'    480911574458984448',31.274061,13.938443
615,b'    482057265289914368',33.811747,14.001366
616,b'    483120766854916096',26.160503,13.821863
617,b'    483129562947938304',26.415164,13.892443
618,b'    483160074395609088',27.221665,14.355208
619,b'    483180415360722944',27.657022,14.47872
620,b'    484175199462254592',28.607764,13.200182
621,b'    485273336700495872',115.15117,37.660668
622,b'    485295052055144448',114.0845,37.301989
623,b'    485336283741186048',112.67792,36.975765
624,b'    485373942014437376',113.8218,39.108872
625,b'    485389610055133184',113.77805,38.260623
626,b'    486437719631751168',115.25818,39.852188
627,b'    486464382788724736',114.27234,39.866118
628,b'    486562239323596800',117.05927,40.197258
629,b'    487648556627290112',116.7395,38.674621
630,b'    487666973447055360',117.56406,38.464894
631,b'    487667798080776192',117.60367,38.316884
632,b'    487671646371473408',117.38692,39.195007
633,b'    487671921249380352',117.47944,39.137858
634,b'    488660932159891456',118.27035,42.11528
635,b'    488755765037787136',117.5947,43.779257
636,b'    489775836900124672',119.63115,40.303655
637,b'    489797827132680192',118.98023,40.224759
638,b'    489842357353605120',117.05927,40.197258
639,b'    489860774173370368',117.03252,41.024658
640,b'    489866546609416192',117.93217,41.257227
641,b'    489867920998950912',118.24098,41.266084
642,b'    489903655126853632',118.87231,40.612654
643,b'    491002891893499904',119.04458,46.204019
644,b'    491004541160941568',119.08287,45.960708
645,b'    491015261399312384',119.38187,45.58484
646,b'    492095806216628224',119.09581,41.980149
647,b'    492147483263133696',119.87939,43.108815
648,b'    492099929502672896',119.09581,41.980149
649,b'    492149407525922816',119.87939,43.108815
650,b'    493146389828626432',121.97274,46.362319
651,b'    493287677072795648',122.04939,48.294507
652,b'    493302245601863680',122.12845,47.924196
653,b'    494277787176167424',123.8576,44.444574
654,b'    494395434920339456',122.41435,45.999945
655,b'    494427870513358848',122.91322,46.053407
656,b'    494434192705218560',123.4428,45.301798
657,b'    495442170124199936',122.95771,48.56416
658,b'    495455364263733248',123.48056,47.656452
659,b'    495505392042797056',122.59742,49.531228
660,b'    495518586182330368',123.48236,50.179402
661,b'    495539202025351168',123.75334,50.525874
662,b'    495440246431836160',122.95771,48.56416
663,b'    495525458582988800',123.71533,49.531366
664,b'    495536728577173504',123.48236,50.179402
665,b'    496527937571416064',125.33471,46.173223
666,b'    496566145600481280',124.17902,46.346627
667,b'    496615898501638144',123.57196,47.899161
668,b'    497755542538708992',124.32838,50.965373
669,b'    497761589852661760',125.73866,51.472565
670,b'    497812992021260288',127.36927,51.966276
671,b'    498881167416649728',126.11916,49.707025
672,b'    499941371671504896',128.83766,52.555986
673,b'    499974357020338176',126.93833,52.505406
674,b'    499975456531965952',126.7814,52.659644
675,b'    499991674328475648',127.1926,53.452744
676,b'    500021361142425600',127.87788,53.95936
677,b'    501032361916393472',131.16665,50.264259
678,b'    501085688230340608',129.3081,49.400641
679,b'    501146161369868288',128.75053,50.65406
680,b'    501149734782658560',129.75566,51.506373
681,b'    502191522486183936',131.60105,53.780615
682,b'    502261341474547712',129.05116,54.336249
683,b'    503366625169270784',130.32615,52.991175
684,b'    503369923704154112',130.62902,52.793534
685,b'    504490051560826880',131.26505,55.515291
686,b'    504500222043383808',131.17623,56.339699
687,b'    504533757148030976',132.42199,56.222665
688,b'    504553823235237888',134.16037,56.340199
689,b'    505540085165352960',136.39782,53.675691
690,b'    505557952229304320',135.08081,53.518435
691,b'    505604681473484800',133.12419,53.454535
692,b'    505615951467669504',132.14773,53.675092
693,b'    505620349514180608',132.80269,54.573647
694,b'    506662411793623040',139.35424,54.870536
695,b'    506699245433153536',136.37457,55.002653
696,b'    506713539084314624',136.27144,54.275107
697,b'    506715463229663232',136.26301,54.513343
698,b'    506814419276163072',137.38696,56.314079
699,b'    506820741468022784',138.55433,56.001959
700,b'    508910913122756608',145.15457,57.329219
701,b'    508929604820428800',143.65202,57.357005
702,b'    509007120390187008',142.94354,58.824257
703,b'    509008769657628672',142.84322,58.692031
704,b'    511174807514015744',37.638158,-9.2782195
705,b'    511197897258199040',37.150421,-8.7845935
706,b'    511276237461678080',36.232244,-8.024431
707,b'    512391692024834048',38.039128,-7.6760766
708,b'    512394990559717376',38.971937,-7.1545607
709,b'    514570374181054464',43.506917,-8.6836833
710,b'    514611880745003008',42.549512,-8.1464422
711,b'    514704789477550080',45.001792,-7.0635418
712,b'    515719639179749376',45.765609,-8.6680606
713,b'    516813928043407360',48.421651,-8.2659635
714,b'    519120978081507328',52.250747,-7.8820572
715,b'    519196844383823872',53.64591,-5.7662154
716,b'    519197943895451648',53.700767,-5.806605
717,b'    520184480686696448',56.273543,-6.9838737
718,b'    520327966954121216',55.985509,-5.9548194
719,b'    522420612442908672',61.14108,-6.100161
720,b'    523626776732133376',61.197179,-6.4097486
721,b'    525849989092501504',131.79098,0.64274303
722,b'    526942354079246336',134.25162,0.80224279
723,b'    526991832102496256',132.95679,0.082583318
724,b'    527001452829239296',132.67566,-0.2984491
725,b'    527002277462960128',132.48892,-0.30949726
726,b'    527022618428073984',132.891,2.1005096
727,b'    527065224503650304',133.5375,2.0176181
728,b'    528078699363330048',135.48114,1.0899755
729,b'    528103163497048064',134.52649,-0.31371985
730,b'    528175181508667392',134.74218,1.5773737
731,b'    529261774143252480',135.27891,0.84422529
732,b'    529274968282785792',135.62752,1.0292532
733,b'    530454194419689472',137.97143,2.2300863
734,b'    532554811468441600',140.66796,1.0299801
735,b'    532655966538196992',139.14933,2.0526762
736,b'    532688677009123328',140.26158,2.2633036
737,b'    532700496759121920',140.75381,2.0093332
738,b'    534843995281451008',142.52461,1.2283683
739,b'    535969896228481024',144.33983,-0.22877561
740,b'    536082321292421120',144.81783,0.13564515
741,b'    535938015206336512',145.53784,-0.36246
742,b'    535971550310983680',144.33983,-0.22877561
743,b'    536077653183064064',144.8959,0.39371936
744,b'    536081776351668224',144.81783,0.13564515
745,b'    537055938822039552',146.1833,1.4167544
746,b'    540497959352035328',146.1833,1.4167544
747,b'    540580697602025472',147.30638,2.0682617
748,b'    541620559365040128',147.99414,1.3490368
749,b'    541680207870846976',148.2203,2.5701707
750,b'    541724738091771904',149.03798,2.4323263
751,b'    543844046653646848',134.26162,55.995608
752,b'    543880330537363456',133.25042,55.906345
753,b'    543880880293177344',133.42372,55.834352
754,b'    543885553217595392',132.84018,56.97936
755,b'    543859715063441408',134.26162,55.995608
756,b'    543884728952973312',133.42372,55.834352
757,b'    543885003830880256',133.25042,55.906345
758,b'    543862189266593792',134.26162,55.995608
759,b'    543885828766590976',133.25042,55.906345
760,b'    543886378522404864',133.42372,55.834352
761,b'    545078798295525376',138.56133,59.673862
762,b'    546152746311510016',139.20146,60.772282
763,b'    547219547485136896',146.42985,61.07572
764,b'    547235765281646592',145.60012,61.062504
765,b'    547239888450250752',144.46422,61.196812
766,b'    547264627461875712',144.51269,59.958149
767,b'    547274248188618752',142.37263,61.066258
768,b'    548462545933985792',150.2704,63.223169
769,b'    549472446877558784',153.4951,62.989751
770,b'    550653597512132608',156.74722,66.124602
771,b'    550683559203989504',157.29138,65.363097
772,b'    551710228169648128',167.54055,65.902007
773,b'    551795990076614656',162.56017,66.647757
774,b'    551796264954521600',162.30389,66.260739
775,b'    551823477867309056',165.32252,66.653552
776,b'    553959279640471552',178.64197,66.529266
777,b'    554096168838129664',177.18949,67.596303
778,b'    556234718283065344',188.8692,66.895161
779,b'    556246263155156992',188.19489,66.76717
780,b'    556366109922584576',191.4323,68.124325
781,b'    557391130862315520',192.38321,66.342015
782,b'    558607190470977536',202.24467,67.164281
783,b'    559611869489293312',207.06784,65.542019
784,b'    559689110181144576',204.68138,66.542434
785,b'    560829578348619776',210.92503,65.557061
786,b'    560837549992470528',212.41233,65.62378
787,b'    561924142425729024',215.7201,65.044672
788,b'    564194912958965760',150.51764,2.214005
789,b'    564213879534544896',151.06659,2.6000877
790,b'    564232571232217088',151.2959,3.0310737
791,b'    565279576515700736',151.74762,1.1358842
792,b'    565362864521504768',153.76396,2.5102232
793,b'    565370286224992256',153.71272,2.7581214
794,b'    566399429813233664',154.45867,1.6093945
795,b'    566418946144626688',153.69851,2.8077547
796,b'    569815612826609664',160.58829,3.2210824
797,b'    569825233553352704',160.43367,2.5534633
798,b'    570961859251824640',162.43298,2.5347652
799,b'    571995675277944832',165.39973,1.2276018
800,b'    572099854004676608',165.86353,2.3710457
801,b'    574261494116542464',168.43914,1.9094244
802,b'    574286233128167424',167.89152,1.2136668
803,b'    574314270674675712',168.14985,2.8669949
804,b'    575497899220166656',170.77203,2.7963551
805,b'    577642210917378048',173.6759,1.2664369
806,b'    578764812373223424',175.90574,2.0750001
807,b'    578780205536012288',175.6597,1.3252476
808,b'    582157356004042752',181.31546,1.5599081
809,b'    583383590675441664',184.86796,3.4806111
810,b'    585625769863047168',188.65342,3.3840541
811,b'    585629893031651328',189.14269,3.0450192
812,b'    585635940345604096',189.03916,3.3800997
813,b'    587814068451043328',190.48442,2.5907035
814,b'    589005939089106944',194.86237,2.9596169
815,b'    590022987361576960',195.91,2.0737739
816,b'    593419384064600064',201.56065,1.4607492
817,b'    594541155434129408',203.6062,2.2764333
818,b'    595660458321537024',205.43051,1.0157669
819,b'    596900157698631680',208.50439,2.6668561
820,b'    599033484580775936',211.88658,2.0472677
821,b'    599082687726118912',211.20906,3.0768357
822,b'    599151407202854912',213.04999,2.3197396
823,b'    602509590692653056',218.02454,2.0917285
824,b'    604761940731914240',222.19207,2.3934829
825,b'    605836713381619712',223.16947,2.5469012
826,b'    609112432224266240',114.82611,31.850649
827,b'    609114081491707904',114.58291,31.690191
828,b'    609257567759132672',115.3416,33.716079
829,b'    610323544852686848',114.9972,34.626277
830,b'    610373022875936768',116.85472,34.880558
831,b'    610385667259656192',117.2419,35.691482
832,b'    611456317109856256',116.43969,37.432569
833,b'    611478032464504832',117.69214,37.52692
834,b'    611529434633103360',119.69278,37.577424
835,b'    612545386464176128',119.51912,37.62187
836,b'    612550059388594176',119.28021,38.016013
837,b'    614839242664732672',121.32857,42.34823
838,b'    614896692147283968',124.04086,43.492978
839,b'    615938754326063104',123.85447,42.90383
840,b'    615946450907457536',123.45915,43.062176
841,b'    616031388180703232',125.96325,43.974744
842,b'    617083067344906240',125.06054,45.645931
843,b'    617094887094904832',125.35902,45.289049
844,b'    617138317804201984',127.24192,45.498502
845,b'    618186702057400320',127.7164,45.259388
846,b'    619352733769558016',128.63783,48.354399
847,b'    619357406693976064',129.48374,48.822766
848,b'    620372806252652544',135.82394,50.120337
849,b'    620375005275908096',135.89723,50.289387
850,b'    620401393554974720',134.08844,49.572183
851,b'    620443724752644096',133.5563,49.557433
852,b'    620511069839845376',134.67095,51.835153
853,b'    621660059474094080',136.67251,52.304279
854,b'    622666387608856576',137.38899,52.389689
855,b'    622691676376295424',136.25421,52.446623
856,b'    622794480713492480',139.36599,54.033386
857,b'    623857433596422144',139.73281,54.838563
858,b'    623870902613862400',139.62329,54.247458
859,b'    624901974105548800',142.87062,53.807051
860,b'    624947603838101504',140.7851,54.656179
861,b'    626113906183530496',144.28449,56.118292
862,b'    626141943730038784',145.14007,57.099818
863,b'    626165858107942912',146.9851,56.025395
864,b'    627147176631363584',149.113,56.42911
865,b'    627218919765075968',146.27604,57.705974
866,b'    627285440218556416',148.49602,57.632835
867,b'    628276376146831360',150.11208,56.376697
868,b'    628297541745666048',149.46992,56.987322
869,b'    628303589059618816',148.56717,57.281191
870,b'    628332451239847936',148.38706,56.46344
871,b'    628365161710774272',148.79209,58.433803
872,b'    628373682925889536',149.41466,58.584199
873,b'    628375607071238144',149.60551,58.515733
874,b'    628383303652632576',148.49602,57.632835
875,b'    629501781839210496',155.6212,60.459015
876,b'    629530369141532672',156.42204,59.187521
877,b'    630576554119817216',156.42204,59.187521
878,b'    631765675928479744',161.65554,60.720013
879,b'    635009508917143552',132.40053,2.0908176
880,b'    635020229155514368',132.07395,2.1017243
881,b'    635179383463634944',132.30304,2.9845084
882,b'    636193957834942464',133.72664,2.4942932
883,b'    638549387072530432',140.04445,3.5437201
884,b'    640805310256146432',144.5936,4.4577284
885,b'    641767108086097920',146.90523,3.0295295
886,b'    642971898287777792',146.58884,3.5569169
887,b'    644059315337979904',150.03977,3.6617727
888,b'    645271252633675776',151.44342,4.047357
889,b'    646285277601490944',154.66223,3.8448919
890,b'    646291874671257600',154.16622,3.3004085
891,b'    646308642223581184',154.19461,4.1717458
892,b'    646388356816594944',153.92261,5.264331
